UV_0,AL_0,Mx_0,My_0,Mz_0,time_0,UV_1,AL_1,Mx_1,My_1,Mz_1,time_1,UV_2,AL_2,Mx_2,My_2,Mz_2,time_2,UV_3,AL_3,Mx_3,My_3,Mz_3,time_3,lon_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,Altitude_GPS,time_GPS,temperature,pressure_log,Pressure,Altitude_est,Vertical speed,RSSI
130,1214,-0.889764,0.393701,-0.204724,11:58:18,269,5831,-0.874016,0.377953,-0.275591,11:58:18,263,4885,-0.866142,0.338583,-0.346457,11:58:18,1253,65091,-0.850394,0.283465,-0.433071,11:58:18,15,38,49,69,23,23,9890,11:58:17,-42.5,55884,25866.10266,9743.67,3.99,-94
242,3905,0.944882,0.181102,-0.267717,11:58:20,269,5831,0.944882,0.173228,-0.259843,11:58:20,1267,41962,0.952756,0.181102,-0.220472,11:58:20,1405,53176,0.952756,0.188976,-0.19685,11:58:20,15,38,48,69,23,23,9900,11:58:19,-43,55877,25833.20183,9751.65,4.18,-91
181,2889,-0.622047,0.496063,0.590551,11:58:22,272,5831,-0.574803,0.472441,0.661417,11:58:22,410,11199,-0.456693,0.393701,0.795276,11:58:23,218,4693,-0.370079,0.330709,0.866142,11:58:23,15,38,44,69,23,22,9915,11:58:22,-43,55866,25781.58506,9764.17,4.55,-94
405,34806,-0.094488,-0.543307,0.826772,11:58:25,1610,60853,-0.141732,-0.559055,0.811024,11:58:25,272,5288,-0.181102,-0.559055,0.80315,11:58:24,253,5831,-0.212598,-0.559055,0.795276,11:58:24,15,38,42,69,23,22,9924,11:58:24,-43,55858,25744.11038,9773.28,4.55,-91
2393,65091,-0.472441,0.330709,0.811024,11:58:26,41224,30885,-0.574803,0.338583,0.732283,11:58:26,288,5945,-0.637795,0.23622,0.771654,11:58:26,731,31959,-0.732283,0.433071,0.511811,11:58:26,15,38,41,69,23,22,9933,11:58:26,-43,55850,25706.69017,9782.39,3.41,-98
392,7905,0.834646,-0.448819,0.307087,11:58:28,223,4600,0.858268,-0.456693,0.212598,11:58:28,133,1487,0.866142,-0.456693,0.15748,11:58:28,258,6179,0.88189,-0.440945,0.094488,11:58:28,15,38,39,69,23,22,9941,11:58:28,-43,55844,25678.66071,9789.21,3.98,-97
221,3590,-0.275591,-0.84252,-0.448819,11:58:30,1124,39208,-0.220472,-0.834646,-0.496063,11:58:30,351,8358,-0.188976,-0.834646,-0.511811,11:58:30,215,4417,-0.173228,-0.826772,-0.519685,11:58:30,15,38,37,69,23,21,9950,11:58:30,-43,55837,25645.99829,9797.18,4.83,-91
275,5500,0.937008,0.15748,0.299213,11:58:35,271,5945,0.889764,0.212598,0.393701,11:58:35,2349,65091,0.748031,0.267717,0.590551,11:58:35,321,39208,0.614173,0.291339,0.724409,11:58:35,15,38,33,69,23,20,9969,11:58:34,-43.5,55820,25566.84814,9816.51,0.01,-91
424,8674,0.417323,0.370079,0.818898,12:25:43,259,5393,0.354331,0.488189,0.787402,12:25:43,258,5185,0.330709,0.551181,0.755906,12:25:43,1528,65091,0.251969,0.590551,0.755906,12:25:43,15,38,31,69,23,20,19035,12:25:42,-43.5,55812,25529.68558,9825.6,-0.01,-98
237,3368,0.952756,-0.212598,-0.19685,11:58:41,1701,52286,0.944882,-0.173228,-0.267717,11:58:41,1586,48870,0.937008,-0.125984,-0.307087,11:58:41,227,4600,0.937008,-0.094488,-0.330709,11:58:41,15,38,27,69,23,19,10000,11:58:40,-42.5,55796,25455.52242,9843.78,3.41,-92
293,5288,0.559055,-0.795276,-0.212598,11:58:43,115,1570,0.582677,-0.755906,-0.259843,11:58:43,1757,61887,0.606299,-0.740157,-0.267717,11:58:44,223,5945,0.629921,-0.724409,-0.259843,11:58:44,15,38,23,69,23,18,10011,11:58:43,-42.5,55787,25413.90035,9854,6.81,-94
1411,34217,-0.968504,0.141732,0.173228,11:58:46,264,5500,-0.913386,0.15748,0.362205,11:58:46,266,5719,-0.826772,0.188976,0.527559,11:58:45,1544,65091,-0.716535,0.15748,0.677165,11:58:45,15,38,21,69,23,18,10022,11:58:45,-43.5,55775,25358.51011,9867.62,4.54,-94
275,5185,-0.086614,-0.80315,0.574803,11:58:47,2031,65091,-0.031496,-0.787402,0.606299,11:58:47,298,5831,-0.023622,-0.80315,0.582677,11:58:47,255,6061,-0.047244,-0.787402,0.598425,11:58:47,15,38,19,69,23,18,10034,11:58:47,-43.5,55767,25321.65036,9876.7,149.09,-93
280,4788,0.212598,-0.661417,0.716535,11:58:49,245,5393,0.212598,-0.685039,0.685039,11:58:49,1875,59837,0.212598,-0.716535,0.653543,11:58:49,247,5609,0.228346,-0.740157,0.622047,11:58:49,15,38,17,69,23,17,10043,11:58:49,-43.5,55503,24134.87364,10174.88,-140.59,-99
298,4241,-0.440945,-0.511811,0.732283,11:58:51,221,4241,-0.574803,-0.551181,0.598425,11:58:51,282,5185,-0.755906,-0.488189,0.425197,11:58:51,1065,49703,-0.88189,-0.370079,0.275591,11:58:51,15,38,14,69,23,17,10048,11:58:51,-43.5,55752,25252.68268,9893.71,-890.92,-95
1749,50550,-0.929134,-0.259843,-0.23622,11:58:53,1377,48870,-0.929134,-0.141732,-0.314961,11:58:53,202,3590,-0.913386,-0.015748,-0.401575,11:58:54,220,4328,-0.905512,0.047244,-0.409449,11:58:54,15,38,12,69,23,16,10056,11:58:53,-59,57282,33352.20307,8111.88,898.85,-94
1706,35404,-0.905512,-0.314961,0.275591,11:58:56,243,4983,-0.897638,-0.267717,0.338583,11:58:56,259,5500,-0.874016,-0.188976,0.433071,11:58:56,1223,65091,-0.811024,-0.11811,0.559055,11:58:56,15,38,10,69,23,16,10065,11:58:55,-43.5,55738,25188.48232,9909.59,3.97,-93
308,5945,-0.086614,-0.92126,0.362205,11:58:58,2185,65091,-0.055118,-0.92126,0.370079,11:58:57,287,5393,-0.047244,-0.913386,0.385827,11:58:57,243,5831,-0.086614,-0.913386,0.385827,11:58:57,15,38,8,69,23,16,10076,11:58:57,-43.5,55731,25156.44337,9917.52,5.67,-93
259,4328,0,-0.645669,0.755906,11:58:59,271,6545,0.031496,-0.614173,0.779528,11:58:59,1659,51411,0.125984,-0.590551,0.795276,11:58:59,244,5500,0.181102,-0.590551,0.779528,11:58:59,15,38,6,69,23,15,10086,11:58:59,-43,55721,25110.74412,9928.85,4.53,-95
248,3441,-0.299213,-0.787402,0.519685,11:59:01,175,2954,-0.409449,-0.818898,0.393701,11:59:01,309,5945,-0.511811,-0.811024,0.251969,11:59:01,288,8205,-0.574803,-0.787402,0.188976,11:59:01,15,38,4,69,23,15,10097,11:59:01,-43.5,55713,25074.2445,9937.91,4.91,-94
349,5288,-0.322835,-0.76378,-0.543307,11:59:04,135,1886,-0.346457,-0.732283,-0.574803,11:59:04,283,5719,-0.385827,-0.685039,-0.606299,11:59:04,280,7473,-0.409449,-0.661417,-0.622047,11:59:05,15,38,1,69,23,15,10111,11:59:04,-43,55700,25015.04573,9952.63,3.96,-94
235,4070,0.858268,-0.244094,-0.433071,11:59:06,210,3667,0.84252,-0.259843,-0.456693,11:59:07,2157,65091,0.834646,-0.259843,-0.480315,11:59:07,371,10801,0.826772,-0.267717,-0.480315,11:59:07,15,37,58,69,23,15,10121,11:59:06,-43.5,55693,24983.22738,9960.55,3.96,-92
2398,65091,-0.834646,-0.535433,0.015748,11:59:09,203,3590,-0.80315,-0.566929,0.133858,11:59:09,258,5500,-0.76378,-0.582677,0.251969,11:59:09,359,9685,-0.708661,-0.582677,0.377953,11:59:09,15,37,57,69,23,14,10130,11:59:08,-43,55686,24951.4495,9968.48,5.09,-93
303,4070,-0.606299,-0.417323,0.661417,11:59:11,1728,65091,-0.448819,-0.503937,0.732283,11:59:11,298,6671,-0.377953,-0.551181,0.732283,11:59:11,250,5609,-0.275591,-0.598425,0.740157,11:59:11,15,37,54,69,23,14,10140,11:59:10,-42.5,55677,24910.65161,9978.66,3.39,-93
266,4693,0.086614,0.07874,0.992126,11:59:13,269,5393,0.173228,0.023622,0.976378,11:59:13,317,6299,0.283465,0.007874,0.952756,11:59:13,1182,65091,0.409449,0.015748,0.905512,11:59:13,15,37,53,69,23,14,10150,11:59:12,-42.5,55671,24883.49008,9985.44,4.52,-92
1837,65091,-0.543307,-0.448819,0.692913,11:59:14,223,3745,-0.598425,-0.559055,0.559055,11:59:14,287,5831,-0.606299,-0.653543,0.433071,11:59:14,346,9685,-0.622047,-0.700787,0.338583,11:59:14,15,37,50,69,23,14,10158,11:59:14,-44,55663,24847.32077,9994.49,4.52,-93
2024,65091,-0.007874,0.929134,-0.346457,11:59:16,191,3296,-0.03937,0.889764,-0.440945,11:59:16,280,5393,-0.055118,0.858268,-0.496063,11:59:17,1122,35404,-0.102362,0.834646,-0.535433,11:59:16,15,37,48,69,23,14,10167,11:59:16,-43,55655,24811.20403,10003.53,4.52,-95
477,10229,0.574803,-0.811024,0,11:59:19,1976,65091,0.566929,-0.818898,0.015748,11:59:18,178,2889,0.582677,-0.80315,0.07874,11:59:18,236,5719,0.606299,-0.779528,0.110236,11:59:18,15,37,46,69,23,14,10175,11:59:18,-42,55647,24775.13979,10012.57,4.52,-92
1598,3441,-0.850394,-0.228346,0.456693,11:59:20,1720,56888,-0.795276,-0.23622,0.551181,11:59:20,285,6179,-0.732283,-0.212598,0.637795,11:59:20,227,4693,-0.669291,-0.228346,0.692913,11:59:20,15,37,44,69,23,13,10185,11:59:20,-42,55639,24739.12796,10021.61,3.95,-94
316,5831,0.716535,-0.19685,0.661417,11:59:22,335,8053,0.700787,-0.228346,0.669291,11:59:22,2143,65091,0.685039,-0.212598,0.685039,11:59:22,226,4693,0.669291,-0.173228,0.708661,11:59:22,15,37,42,69,23,13,10194,11:59:22,-42,55632,24707.66055,10029.52,4.52,-93
301,5609,0.456693,-0.377953,0.795276,11:59:25,1795,54081,0.574803,-0.370079,0.716535,11:59:25,1578,49703,0.653543,-0.377953,0.645669,11:59:25,236,5083,0.724409,-0.354331,0.582677,11:59:26,15,37,39,69,23,13,10209,11:59:25,-41.5,55620,24653.80952,10043.07,3.95,-99
1619,51411,-0.220472,0.748031,0.614173,11:59:27,340,7197,-0.228346,0.866142,0.425197,11:59:28,272,5288,-0.220472,0.937008,0.251969,11:59:28,117,1327,-0.173228,0.976378,0.086614,11:59:28,15,37,37,69,23,13,10217,11:59:27,-41.5,55613,24622.45063,10050.97,3.95,-93
173,1613,-0.905512,0.370079,-0.181102,11:59:30,263,5500,-0.92126,0.338583,-0.141732,11:59:30,255,4885,-0.929134,0.338583,-0.086614,11:59:30,1601,65091,-0.937008,0.338583,-0.031496,11:59:30,15,37,35,69,23,13,10227,11:59:29,-42.5,55606,24591.13163,10058.87,4.51,-95
266,4885,0.937008,-0.307087,0.149606,11:59:32,218,4155,0.929134,-0.283465,0.212598,11:59:32,1922,41962,0.913386,-0.275591,0.283465,11:59:32,1137,58838,0.874016,-0.283465,0.377953,11:59:32,15,37,33,69,23,13,10237,11:59:31,-42.5,55598,24555.38726,10067.89,4.51,-92
314,5945,-0.275591,0.385827,0.874016,11:59:34,266,5500,-0.212598,0.385827,0.889764,11:59:34,288,5831,-0.11811,0.393701,0.905512,11:59:34,1547,65091,-0.070866,0.425197,0.897638,11:59:34,15,37,31,69,23,13,10248,11:59:33,-43,55590,24519.69484,10076.92,5.64,-90
668,41962,0.15748,-0.110236,0.976378,11:59:35,245,4983,0.047244,0,0.992126,11:59:35,280,5831,-0.181102,0.11811,0.968504,11:59:35,1238,54081,-0.433071,0.259843,0.858268,11:59:35,15,37,28,69,23,13,10260,11:59:35,-43,55580,24475.15226,10088.19,4.51,-95
1598,45672,0.456693,-0.267717,0.84252,11:59:37,243,4983,0.566929,-0.212598,0.787402,11:59:37,229,3368,0.700787,-0.141732,0.692913,11:59:38,299,26469,0.795276,0.031496,0.590551,11:59:37,15,37,27,69,23,13,10270,11:59:37,-43.5,55572,24439.57647,10097.21,5.63,-93
1907,42680,-0.952756,0.062992,-0.291339,11:59:40,255,5083,-0.929134,0,-0.362205,11:59:39,207,3368,-0.897638,-0.086614,-0.417323,11:59:39,335,9000,-0.858268,-0.141732,-0.480315,11:59:39,15,37,25,69,23,13,10280,11:59:39,-43.5,55562,24395.17943,10108.48,5.07,-93
2639,65091,-0.314961,0.622047,-0.708661,11:59:41,248,5288,-0.283465,0.566929,-0.76378,11:59:41,291,5719,-0.259843,0.551181,-0.787402,11:59:41,147,3020,-0.228346,0.535433,-0.80315,11:59:41,15,37,23,69,23,13,10289,11:59:41,-43,55553,24355.29105,10118.62,3.94,-92
1882,53176,0.125984,-0.984252,0.007874,11:59:43,1461,53176,0.133858,-0.976378,0.110236,11:59:43,261,4788,0.133858,-0.96063,0.212598,11:59:43,223,5500,0.149606,-0.937008,0.291339,11:59:43,15,37,21,69,23,13,10298,11:59:43,-42.5,55546,24324.31185,10126.5,4.5,-96
282,5288,0.322835,-0.637795,0.692913,11:59:46,255,5288,0.472441,-0.566929,0.669291,11:59:46,2127,65091,0.527559,-0.535433,0.653543,11:59:46,264,6545,0.598425,-0.496063,0.622047,11:59:47,15,37,18,69,23,13,10315,11:59:46,-42,55534,24271.2963,10140.01,4.5,-93
1781,44151,0.212598,-0.409449,0.88189,11:59:48,1456,52286,0.047244,-0.448819,0.88189,11:59:49,264,5288,-0.141732,-0.440945,0.88189,11:59:49,247,5609,-0.330709,-0.448819,0.818898,11:59:49,15,37,17,69,23,13,10325,11:59:48,-42,55526,24236.01681,10149.01,5.06,-98
267,3905,0,0.244094,0.96063,11:59:51,274,5831,-0.251969,0.440945,0.858268,11:59:51,434,10044,-0.433071,0.614173,0.645669,11:59:51,1502,12473,-0.582677,0.677165,0.433071,11:59:51,15,37,15,69,23,13,10335,11:59:50,-42,55517,24196.38867,10159.14,4.5,-96
2612,65091,-0.645669,0.464567,-0.598425,11:59:53,341,9336,-0.685039,0.425197,-0.582677,11:59:53,271,5288,-0.724409,0.385827,-0.566929,11:59:53,139,2701,-0.771654,0.338583,-0.527559,11:59:53,15,37,13,69,23,13,10344,11:59:52,-42,55509,24161.21805,10168.14,5.06,-91
308,5185,0.307087,0.944882,-0.015748,11:59:55,221,4241,0.19685,0.976378,0.055118,11:59:55,2148,54081,0.062992,0.984252,0.141732,11:59:55,865,42680,-0.07874,0.96063,0.23622,11:59:55,15,37,11,69,23,14,10354,11:59:54,-40,55500,24121.71221,10178.26,5.06,-91
1489,55001,-0.259843,-0.094488,0.299213,11:59:56,251,5393,-0.362205,0.834646,0.401575,11:59:56,287,5945,-0.433071,0.716535,0.543307,11:59:56,1279,44151,-0.559055,0.503937,0.653543,11:59:56,15,37,9,69,23,14,10363,11:59:56,-42,55491,24082.27096,10188.37,3.37,-94
1236,39879,0.370079,-0.330709,0.866142,11:59:58,1473,50550,0.267717,-0.440945,0.850394,11:59:58,251,4508,0.267717,-0.511811,0.811024,11:59:59,253,5831,0.220472,-0.543307,0.80315,11:59:58,15,37,8,69,23,14,10372,11:59:58,-42,55485,24056.01262,10195.11,5.06,-92
2071,65091,-0.251969,-0.433071,0.858268,12:00:01,250,4328,-0.212598,-0.559055,0.795276,12:00:00,290,5719,-0.110236,-0.645669,0.748031,12:00:00,279,7197,-0.023622,-0.755906,0.645669,12:00:00,15,37,6,69,23,14,10383,12:00:00,-42,55476,24016.67879,10205.23,4.49,-95
1425,34217,-0.80315,-0.559055,0.181102,12:00:05,216,4328,-0.80315,-0.527559,0.251969,12:00:05,264,5609,-0.811024,-0.456693,0.338583,12:00:05,826,41257,-0.795276,-0.417323,0.425197,12:00:05,15,37,2,69,23,14,10401,12:00:04,-42,55460,23946.91071,10223.19,4.12,-94
1182,37898,-0.818898,-0.535433,0.181102,12:00:08,1890,61887,-0.826772,-0.464567,0.307087,12:00:08,264,5393,-0.787402,-0.362205,0.480315,12:00:08,243,5083,-0.724409,-0.275591,0.622047,12:00:08,15,37,0,69,23,15,10416,12:00:07,-42,55449,23899.06275,10235.54,4.49,-96
296,5288,0.314961,0.629921,0.700787,12:00:09,271,5831,0.440945,0.653543,0.606299,12:00:09,308,6545,0.503937,0.645669,0.559055,12:00:09,1892,65091,0.551181,0.653543,0.511811,12:00:10,15,36,59,69,23,15,10427,12:00:09,-42.5,55441,23864.3243,10244.52,5.61,-94
324,6061,0.354331,-0.141732,0.913386,12:00:11,1554,65091,0.314961,-0.330709,0.88189,12:00:12,267,5185,0.23622,-0.527559,0.811024,12:00:11,255,5945,0.181102,-0.669291,0.708661,12:00:11,15,36,57,69,23,15,10438,12:00:11,-42,55431,23820.97222,10255.73,4.49,-95
392,7758,0.80315,-0.527559,0.251969,12:00:13,194,3156,0.795276,-0.559055,0.19685,12:00:13,154,2407,0.795276,-0.590551,0.11811,12:00:13,273,6671,0.76378,-0.629921,0.086614,12:00:13,15,36,56,69,23,15,10449,12:00:13,-42.5,55423,23786.34727,10264.71,5.04,-93
267,3905,0.929134,0.188976,-0.299213,12:00:15,269,5719,0.905512,0.141732,-0.385827,12:00:15,855,32510,0.889764,0.086614,-0.440945,12:00:15,1381,50550,0.858268,0.055118,-0.496063,12:00:15,15,36,55,69,23,15,10459,12:00:15,-42.5,55414,23747.45435,10274.8,5.6,-91
299,5393,0.385827,0.905512,0.125984,12:00:17,247,5393,0.440945,0.88189,0.15748,12:00:17,2236,65091,0.496063,0.84252,0.19685,12:00:17,49269,1746,0.566929,0.771654,0.267717,12:00:17,15,36,53,69,23,16,10471,12:00:17,-42,55404,23704.31457,10286,4.48,-97
2180,65091,-0.929134,0.291339,-0.220472,12:00:19,404,10229,-0.913386,0.370079,-0.133858,12:00:19,255,5288,-0.905512,0.409449,0.015748,12:00:20,152,2763,-0.826772,0.488189,0.259843,12:00:20,15,36,52,69,23,16,10481,12:00:19,-42,55396,23669.85918,10294.97,4.48,-91
2069,65091,-0.488189,-0.866142,0.015748,12:00:22,1039,34217,-0.488189,-0.850394,0.181102,12:00:22,272,5500,-0.488189,-0.787402,0.362205,12:00:22,249,6061,-0.456693,-0.724409,0.503937,12:00:22,15,36,51,69,23,16,10488,12:00:21,-42.5,55388,23635.45386,10303.93,5.6,-93
303,5500,0.401575,-0.740157,0.527559,12:00:24,1590,48050,0.425197,-0.708661,0.559055,12:00:24,1762,60853,0.417323,-0.622047,0.653543,12:00:24,246,5288,0.448819,-0.496063,0.732283,12:00:24,15,36,50,69,23,16,10500,12:00:23,-42,55378,23592.51754,10315.12,#DIV/0!,-93
303,5500,0.401575,-0.740157,0.527559,12:00:24,1590,48050,0.425197,-0.708661,0.559055,12:00:24,1762,60853,0.417323,-0.622047,0.653543,12:00:24,246,5288,0.448819,-0.496063,0.732283,12:00:24,15,36,50,69,23,16,10500,12:00:23,-42,55378,23592.51754,10315.12,5.82,-93
1770,47245,0.165354,-0.929134,0.307087,12:00:29,1521,58838,0.11811,-0.96063,0.244094,12:00:29,263,4983,0.110236,-0.976378,0.173228,12:00:29,220,4885,0.047244,-0.984252,0.11811,12:00:29,15,36,47,69,23,16,10534,12:00:28,-42,55352,23481.24776,10344.22,6.71,-95
272,4983,-0.055118,0.708661,0.700787,11:59:25,349,8835,0.19685,0.669291,0.708661,12:00:30,320,7473,0.330709,0.606299,0.716535,12:00:30,142,28841,-0.551181,0.519685,0.708661,12:00:31,15,36,46,69,23,19,10546,12:00:30,-32.5,55340,23430.06961,10357.64,3.35,-95
271,4417,-0.015748,-0.496063,0.858268,12:00:32,1751,45672,-0.110236,-0.362205,0.92126,12:00:33,416,9685,-0.165354,-0.259843,0.944882,12:00:32,221,4417,-0.220472,-0.181102,0.952756,12:00:32,15,36,45,69,23,17,10556,12:00:32,-41.5,55334,23404.52238,10364.34,4.47,-95
283,4693,-0.031496,-0.905512,0.401575,12:00:34,2282,65091,-0.055118,-0.929134,0.346457,12:00:34,343,7905,-0.094488,-0.944882,0.283465,12:00:34,236,5609,-0.173228,-0.96063,0.204724,12:00:34,15,36,45,69,23,17,10564,12:00:34,-41.5,55326,23370.50273,10373.28,3.91,-92
325,6179,0.905512,-0.354331,0.220472,12:00:36,1939,65091,0.889764,-0.393701,0.188976,12:00:36,133,1701,0.88189,-0.417323,0.188976,12:00:36,258,5945,0.850394,-0.456693,0.212598,12:00:36,15,36,44,69,23,17,10573,12:00:36,-41.5,55319,23340.77611,10381.11,4.19,-94
2745,65091,-0.740157,-0.519685,0.409449,12:00:40,210,4070,-0.692913,-0.488189,0.511811,12:00:40,282,5945,-0.629921,-0.448819,0.622047,12:00:41,368,9685,-0.527559,-0.425197,0.724409,12:00:41,15,36,43,69,23,17,10592,12:00:40,-42,55304,23277.20345,10397.86,5.02,-90
301,5185,0.614173,-0.031496,0.779528,12:00:43,261,5288,0.590551,-0.062992,0.795276,12:00:43,1832,45672,0.566929,-0.102362,0.811024,12:00:43,1090,53176,0.519685,-0.141732,0.834646,12:00:43,15,36,42,69,23,17,10603,12:00:42,-42.5,55295,23239.14299,10407.91,4.46,-95
277,4600,0.094488,-0.519685,0.84252,12:00:45,503,43410,0.086614,-0.598425,0.787402,12:00:45,1699,45672,0.047244,-0.692913,0.708661,12:00:45,244,5500,-0.007874,-0.779528,0.614173,12:00:45,15,36,41,69,23,17,10615,12:00:44,-42,55287,23205.36372,10416.84,5.02,-93
380,8358,0.637795,-0.732283,0.204724,12:00:47,2082,65091,0.606299,-0.779528,0.094488,12:00:47,176,3020,0.551181,-0.826772,0.015748,12:00:47,233,5083,0.503937,-0.858268,-0.03937,12:00:47,15,36,40,69,23,17,10625,12:00:46,-41,55278,23167.42072,10426.88,3.72,-93
261,4600,0.905512,-0.409449,-0.055118,12:00:50,186,3156,0.897638,-0.425197,-0.047244,12:00:50,2096,65091,0.897638,-0.417323,-0.047244,12:00:50,385,11610,0.905512,-0.417323,-0.03937,12:00:50,15,36,39,69,23,17,10640,12:00:49,-42.5,55268,23125.33459,10438.03,4.46,-93
266,4600,0.031496,0.755906,-0.645669,12:00:51,208,3824,0.070866,0.748031,-0.645669,12:00:51,2189,56888,0.11811,0.740157,-0.645669,12:00:51,1431,54081,0.149606,0.771654,-0.606299,12:00:52,15,36,38,69,23,17,10650,12:00:51,-42,55260,23091.72074,10446.95,5.57,-94
674,32510,-0.811024,-0.559055,0.141732,12:00:53,1810,65091,-0.826772,-0.480315,0.259843,12:00:54,269,5719,-0.80315,-0.409449,0.417323,12:00:53,243,4983,-0.732283,-0.314961,0.598425,12:00:53,15,36,37,69,23,17,10660,12:00:53,-42.5,55250,23049.77212,10458.1,4.46,-96
2092,65091,-0.519685,-0.543307,0.653543,12:00:55,203,4600,-0.629921,-0.291339,0.708661,12:00:55,287,5831,-0.708661,-0.086614,0.692913,12:00:55,1170,52286,-0.724409,0.125984,0.669291,12:00:55,15,36,36,69,23,17,10672,12:00:55,-42,55242,23016.2681,10467.02,3.34,-95
267,4155,-0.031496,-0.251969,0.96063,12:00:57,299,6930,-0.086614,-0.330709,0.937008,12:00:57,1696,47245,-0.007874,-0.370079,0.92126,12:00:57,233,4983,0.110236,-0.377953,0.913386,12:00:57,15,36,35,69,23,18,10682,12:00:57,-42.5,55236,22991.17204,10473.7,5.57,-92
918,9509,0.503937,0.11811,0.850394,12:00:59,256,4983,0.700787,0,0.700787,12:00:59,221,3087,0.826772,-0.125984,0.535433,12:00:59,1067,50550,0.913386,-0.165354,0.354331,12:00:59,15,36,34,69,23,18,10690,12:00:59,-42.5,55226,22949.40607,10484.84,3.9,-95
219,3368,0.905512,-0.188976,-0.362205,12:01:01,1236,55937,0.889764,-0.251969,-0.370079,12:01:01,1546,30885,0.88189,-0.307087,-0.354331,12:01:02,244,5609,0.858268,-0.385827,-0.330709,12:01:02,15,36,33,69,23,18,10700,12:01:01,-42,55219,22920.21504,10492.63,4.73,-94
285,5185,0.952756,0.181102,0.23622,12:01:06,271,5609,0.889764,0.11811,0.425197,12:01:06,1645,47245,0.771654,0.070866,0.622047,12:01:06,1103,56888,0.629921,-0.070866,0.771654,12:01:06,15,36,31,69,23,18,10717,12:01:05,-43,55202,22849.47703,10511.56,4.89,-94
258,4600,0.133858,0.80315,0.566929,12:01:10,269,5500,0.259843,0.88189,0.385827,12:01:10,336,6799,0.314961,0.92126,0.204724,12:01:10,1920,65091,0.354331,0.929134,0.07874,12:01:10,15,36,28,69,23,18,10744,12:01:10,-43.5,55180,22758.25768,10536.03,3.61,-92
269,4600,0.897638,-0.393701,-0.165354,12:01:15,192,3745,0.913386,-0.362205,-0.149606,12:01:15,2202,65091,0.929134,-0.338583,-0.110236,12:01:15,365,10801,0.944882,-0.299213,-0.03937,12:01:15,15,36,25,69,23,18,10763,12:01:14,-43.5,55167,22704.5266,10550.48,1.09,-93
14594,29339,-0.80315,-0.92126,0.440945,18:11:40,203,4070,-0.700787,-0.732283,0.267717,18:11:40,287,5393,-0.692913,-0.385827,0.598425,18:11:11,14270,64005,-0.181102,-0.551181,-0.110236,18:11:50,15,37,54,61,23,33,34092,18:11:49,-49.5,15223,14.92385313,34710.98,1.09,-97
416,9000,0.519685,-0.251969,0.811024,12:01:19,232,3987,0.417323,-0.377953,0.818898,12:01:19,253,4983,0.338583,-0.464567,0.811024,12:01:19,408,10417,0.244094,-0.519685,0.811024,12:01:19,15,36,23,69,23,18,10782,12:01:18,-44.5,55150,22634.45423,10569.36,4.44,-95
2124,65091,-0.370079,0,0.92126,12:01:21,288,6545,-0.362205,-0.055118,0.92126,12:01:21,283,5500,-0.251969,-0.062992,0.96063,12:01:21,233,5185,-0.15748,-0.070866,0.976378,12:01:21,15,36,22,69,23,18,10792,12:01:20,-44,55142,22601.55387,10578.25,4.44,-94
1815,39208,-0.433071,-0.818898,0.346457,12:01:22,1818,64005,-0.488189,-0.84252,0.212598,12:01:22,287,5719,-0.511811,-0.850394,0.086614,12:01:22,247,5831,-0.511811,-0.850394,-0.015748,12:01:22,15,36,21,69,23,18,10800,12:01:22,-44,55134,22568.70132,10587.13,4.44,-92
325,5288,0.937008,0.338583,0.055118,12:01:24,349,8205,0.944882,0.314961,-0.031496,12:01:25,1132,39879,0.937008,0.299213,-0.125984,12:01:24,180,3667,0.937008,0.259843,-0.19685,12:01:24,15,36,19,69,23,18,10810,12:01:24,-43.5,55126,22535.89653,10596.01,4.99,-90
1914,53176,-0.472441,0.685039,-0.543307,12:01:26,263,5185,-0.456693,0.732283,-0.496063,12:01:26,288,5945,-0.433071,0.787402,-0.425197,12:01:26,524,35404,-0.433071,0.826772,-0.338583,12:01:26,15,36,18,69,23,18,10819,12:01:26,-43.5,55117,22499.04813,10606,3.88,-94
1752,48870,-0.771654,-0.464567,0.417323,12:01:28,216,4508,-0.779528,-0.362205,0.496063,12:01:28,283,6179,-0.755906,-0.212598,0.614173,12:01:28,1276,65091,-0.685039,0.015748,0.724409,12:01:28,15,36,16,69,23,18,10830,12:01:28,-43.5,55110,22470.42992,10613.76,4.81,-96
277,5288,0.858268,-0.307087,0.385827,12:01:31,223,4693,0.716535,-0.275591,0.629921,12:01:31,1861,6799,0.606299,-0.251969,0.748031,12:01:31,1166,61887,0.346457,-0.267717,0.889764,12:01:31,15,36,14,69,23,17,10845,12:01:31,-44,55097,22417.37835,10628.18,3.88,-92
306,5609,0.559055,0.165354,0.80315,12:01:33,322,6799,0.598425,0.094488,0.787402,12:01:33,2201,65091,0.590551,-0.047244,0.795276,12:01:34,235,5831,0.559055,-0.102362,0.818898,12:01:34,15,36,12,69,23,17,10853,12:01:33,-44,55090,22388.86402,10635.94,8.86,-94
312,5500,0.740157,-0.637795,0.173228,12:01:35,2217,65091,0.795276,-0.590551,0.07874,12:01:36,1134,36630,0.84252,-0.519685,-0.007874,12:01:36,255,5831,0.88189,-0.448819,-0.086614,12:01:36,15,36,11,69,23,17,10864,12:01:35,-43.5,55074,22323.82452,10653.67,4.43,-96
